label,kind,checkpoint,decoder,duration,steps,n_seeds,n_warm,gen_min_ms,gen_med_ms,gen_max_ms,dec_min_ms,dec_med_ms,dec_max_ms,total_med_ms,wall_s
2B-turbo 240s,tensorrt,acestep-v15-turbo,decoder_mixed_b8_240s,238.0,8,5,4,432.70230293273926,439.8554563522339,447.8182792663574,1137.9647254943848,1167.4004793167114,1216.9451713562012,1607.2559356689453,0.0
2B-turbo refit 240s,tensorrt,acestep-v15-turbo,decoder_mixed_refit_b8_240s,238.0,8,5,4,422.8701591491699,428.1120300292969,445.39666175842285,1039.1769409179688,1075.7439136505127,1149.6708393096924,1503.8559436798096,0.0
